QID,Brand,Model,Question,Dialogue
Q341,上汽通用雪佛兰,科鲁兹,我是1.6手动挡5万公里，是最近有时候加油门的时候能够听到发动机舱，有水咕噜咕噜的声音，平路或者正常速度的时候没有，，就是负荷重，，或者上坡的时候踩油门就有，，以前都没有！，然后还有个问题是遥控钥匙，，有时候不灵，按了没反应，开锁解锁都是，遥控电池刚换的，，想问下师傅们这两个问题是什么原因，怎么解决！，,技师说：你好，您反馈的这两个问题的话，那么第一个的话可能是我们的防冻液的缺失。或者是我们防冻液水箱里面有空气。建议可以拧开盖进行加注排一下空气，然后再安装。同时还要确认我们节温器是没有问题的，我们的电子节温器。而遥控器的问题的话，那么要么是电池的问题。再一个就是我们遥控器本身的问题。建议当我们门锁不可以使用的时候，观察我们遥控器上方的一个指示灯是否正常的工作？如果操作开锁键解锁键，它的指示灯正常的亮而不可以用的话。那么就很有可能是我们遥控器本身了。同时还要排除当地方有没有信号，干扰比较大。建议在遥控器不可以使用的时候，用我们的机械钥匙是否可以正常？来进行判断是遥控器的问题，还是我们机械的问题？如果用钥匙都无法开启的话，那么就跟遥控器没有什么关系了。
Q342,Audi Sport,奥迪RS 7,胎压复位怎么复13年的,技师说：你好，用电脑复位，或四个轮胎充一样的气压跑跑就自己复位了。谢谢，希望能够帮助你|车主说：专用电脑吗|技师说：你好，一般的电脑就可以的，都有复位系统|技师说：希望能够帮助你|技师说：记着帮我采纳哦谢谢
Q343,宾利,欧陆,04款波罗1.4更换ABS泵需要编码，系统编码的安全登陆密码多少,技师说：当然需要编码，不存在登陆码，可以将旧ABS编码数照编过来，手动输入！|车主说：解码器显示安全登陆码|车主说：只有正确输入密码才能进去系统编码啊|技师说：是的|技师说：你使用什么解码器，这个不需要登陆|车主说：x431|技师说：直接进入ABS后，选择编码即可，不需要登陆|车主说：是的|车主说：如果我选择系统安全登陆，那登陆密码多少|技师说：40168|车主说：大众车都一样的了|车主说：谢谢啊|技师说：不客气！能解决就好！
Q344,东风悦达起亚,起亚K3S,k3s挂倒挡和一挡时有唧唧的声音。声音很小，给没润滑磨铁似的,技师说：你好，这种现象的话请确认是否为我们发电机的皮带产生的异象。建议有时间的话，去当地的4s进行试车检查一下。因为异响的东西的话，很难准确地进行判定的。不在现场很难准确的判断出来。只能够根据我们的维修经验来进行判断。你也可以不挂挡的时候进行小一点加油门试试。
Q345,北汽银翔,北汽幻速S6,發動機項怎麼办：啟動就响,技师说：您好，您是指什么响声！启动时很尖锐的声音么？|技师说：您好！|车主说：我們|车主说：是這樣的|技师说：那就是皮带，你到修理厂调节一下即可！|车主说：好吧
Q346,奥迪(进口),奥迪A7,这个按钮是什么 车型是奥迪17款进取型A7,技师说：车内监控系统|技师说：非常感谢您的支持！我会以14年修车经验，竭尽全力为您解忧。您还可以点击我的头像关注我，以后有什么可以我帮忙的，请随时电话或者图文咨询。我会在5分钟之内回复您。再次感谢您的支持！
Q347,福特(进口),嘉年华(进口),转向系统出故障了，不知道是哪，就像电锯声，但是没那么大动静，好久啦，是什么部件出问题啦,技师说：你好，是翁翁的声音？修理油少了或助力泵响的，
Q348,长安,悦翔V5,大家好，麻烦问下，三个刹车灯都不亮了，一般是怎么回事,技师说：你好，三个刹车灯都不亮一般是刹车灯开关损坏，或线路问题保险烧坏，也有极少可能是灯全部损坏了。
Q349,华晨宝马,宝马3系,老款朗逸，变速箱档位指示灯，n档的灯不亮了，就是图中的情况，想问下，必须维修吗？如果不修可以吗？,技师说：你好！这个只是一个指示灯，不影响使用当然可以不修，n挡灯不亮，只要确实在空挡上了，就随便自己修不修咯，欢迎咨询，祝你用车愉快！|车主说：嗯，目前车辆使用都正常，可以不修吗？|车主说：仪表盘显示的档位也都正常|车主说：n档不亮，只要确实在空挡上，这句话是什么意思呀，师傅，没看懂|技师说：可以不修的，那个只是一个灯，只要仪表上显示的和档位灯现实的一致就可以了，请放心使用|技师说：就是挂到n挡就，只是灯不亮，不过确实是在空挡上，就表示使用是没问题的，就是一个灯坏了而已
Q350,保时捷,Cayenne,车子开到60码就上不去 而且车身抖的很厉害，发动机警示灯一闪一闪的，转速表2000也上不去 ,技师说：您好。这个是缺缸了。用电脑读取故障码看看是哪一个缸。|技师说：把火花塞对调一下试试看。然后用电脑再次读取。如果原本显示缺缸的缸变成了另外一个缸失火就是火花塞问题。如果还是那个那个缸失火就是点火线圈问题。|车主说：发动机过热就会抖动 不热就没事吧？|技师说：有没有去用电脑辐射故障码|车主说：那我先去检测下|车主说：这个会导致油耗增大吗|技师说：好的。|车主说：要全部换掉吗，还是哪个坏了换哪个？|技师说：先去看一下什么故障码。然后告诉我们故障码。我们帮忙分析更换什么|车主说：检测出来说是4和6缺火  还要一个出来是随机多缸缺火|技师说：把4和6火花塞和其他缸对调。|技师说：然后再读取故障码|技师说：如果还是4和6就是点火线圈。如果变成其他缸就是火花塞
Q351,奥迪,奥迪Q7,各位大师几年之内的别不算老车。发动机号强有生产日期吗,技师说：你好，正常在6年内的车，不算老车，后期主要还是看保养的，保养的好，跟新的一样，谢谢|车主说：十年的车太老了是吗|车主说：发动机号有生产日期吗|技师说：主要看保养，有没有大的事故|车主说：奥|技师说：主要还是看车况，跟品牌，|车主说：来发动机机出厂日期怎么来|车主说：发动机号上有吗|技师说：这个看不出来的|技师说：有的发动机的零件上，有生产时间的|车主说：那在什么地方看|技师说：名牌|技师说：玻璃上也有这个车的生产日期|车主说：DA471Q是什么车发动机和4G18一样吗
Q352,比亚迪,速锐,为什么，我的車子冷車力气还行，跑得时间久了一点，就明显感觉动力差很多，没劲，使劲踩油门和没踩一样，我是2013款比亚迪速锐,技师说：自动的？还是手动的？|车主说：手动|技师说：离合器打滑吗？|车主说：你能确定吗？那干嘛冷不打华，换什么就行了，多少钱？|技师说：是不是转速上来了迈速不上|车主说：那还没注意，就是很明显，感觉动力不足，油门很沉，加油也没动力|技师说：你去修配厂检查一下火花塞和汽油滤芯，|技师说：如果不是离合器打滑就是他俩的毛病|车主说：汽油滤芯还会影响吗？|技师说：有|车主说：换个多少钱？|技师说：没多少钱|车主说：火花塞，换多少钱？什么牌子的好用，|车主说：？？|技师说：博士的吧，四个有二百左右就可以|车主说：在哪里买的是正品，网上买行吗？|技师说：网上买不行的|车主说：在哪个地方买|技师说：去修理厂就可以了|车主说：哦，谢谢了
Q353,宝马,宝马X6,请问一下这个油箱通风阀在那个位置的  车子着了故障灯 发动机异常功率下降,技师说：在气门室盖那位置|技师说：你的车子是新款还是老款|技师说：哪一年的车|技师说：你看一下你的，应该是在气门室盖里面，它是集成在一起的|技师说：[图片]|技师说：你空气质量我正要故障，如果说漏油的话也会引起这个，你检查一下油封有没有漏油曲轴油封|技师说：在4s店更换的话费用大概在四千块钱左右|技师说：希望我的解答对你有所帮助|车主说：11年的|车主说：图片看不清|技师说：嗯，照片不能放大|技师说：你这个我给你查了资料的他是跟气门室盖是一体的，你需要将气门室盖一起更换了|车主说：那么严重啊|技师说：是的它是一个总成|技师说：以前的可以单换，他现在都是内置到气门室盖里面了|车主说：现在不知道什么原因  现在不着了 没事了  到时一跑长途就着的了|技师说：什么不着了？|车主说：等于开久了就着|车主说：冷车了又没事了|技师说：不好意思，不好意思，朋友，这个问题我看错了|技师说：你这个不是曲轴通风阀，你这个报的是燃油箱通风阀|技师说：就是说，这个阀是为了，吸附平衡燃油箱的压力的|车主说：那个电磁阀在哪里的啊|技师说：不好意思，没看清题就在回答问题了|车主说：没事|技师说：你到时候检查一下，燃油通风阀，管路有没有堵塞另外一个检查一下，碳罐电磁阀，有没有问题就是说|技师说：碳罐电磁阀，它会吸附燃油箱的蒸汽，如果说碳罐失效了，别说他吸附饱满了，他就失去了作用，这样的话就会导致燃油箱的压力增大|车主说：那要不要怎样去判定|技师说：车子开久了之后，燃油箱的压力温度升高，它里面的压力就会增大，所以说热车，会出现这种故障|技师说：你车子现在多少公里了|车主说：9 万|技师说：我建议你直接将，碳罐，更换了|技师说：碳罐的话，我们平时建议的是每6万公里，就需要更换一次的|技师说：将它更换了之后，然后，将它的通风管，燃油箱的通风管，都吹一下，电磁阀线路，检查一下有没有接触不良的|技师说：这样处理了之后，你再观察一段时间，还会不会出现这样的现象？按照我的分析来说，这样处理了能够解决这个故障的|车主说：好的 我明天回去试试 不懂再问|技师说：好的好的，没事|技师说：您可以点击我的头像关注，后续有什么不明白的，可以随时联系我，收到信息后我会第一时间回复你|技师说：希望我的解答对你有所帮助|车主说：好的|技师说：?|技师说：如果对我解答满意的话，麻烦你做个评价，谢谢|车主说：比如说电磁阀坏了 我怎么判断他有坏没坏|技师说：就是供电之后电磁阀内的通道没有打开|技师说：目的就是，燃油箱的压力与大气压力处于一个平衡状态|车主说：没电脑在旁边怎么弄|技师说：这个可以不用你直接，拆下来看一下是否是通的就可以了|车主说：好的|技师说：碳罐这个没办法检查，你可以将它拆下来，用手掂一下，看它的重量是不是很重，如果很重的话就说里面吸附的燃油蒸汽就很多，这样的话她可能就失去了效果|技师说：我再给你说一遍，一个是，碳罐，另外一个是通风的电磁阀|车主说：这个车碳罐在那个位置|车主说：还有电磁阀在那个位置|车主说：11年X6|技师说：就在油箱那里|车主说：电磁阀？|技师说：电磁阀的话我没记错的话，应该是在机仓哪里|车主说：那个位置|技师说：这个具体我要看了车才知道，电磁阀的话应该在进气支管周围，挨着进气支管哪里|技师说：碳罐的话，就在燃油箱附近|技师说：明白了嘛？朋友|车主说：[图片]|车主说：这个吗？|技师说：看不清楚|技师说：它有没有软管到进气支管|技师说：电磁阀的两头都是软管连接，一头到油箱，一头到支管|技师说：怎样？处理好了嘛|车主说：还没弄|技师说：哦哦|车主说：我用嘴吹 不通的正常吗|技师说：电磁阀工作的时候才会是通的，主要是检查电磁阀能否正常工作|技师说：碳管换了没有？|车主说：没电脑怎么检查|技师说：给电磁阀单独供电，看电磁阀能不能打开。|车主说：怎么供电|技师说：最好的方法是使用电脑做一个驱动测试，看这个电磁阀能不能打开|车主说：没电脑啊|技师说：你在修理厂有啊修理厂去检查一下|技师说：按照我的方法先处理，先将碳管换了，电磁阀的话去修理厂具体检查一下电磁阀及相关控制电路|技师说：怎样？问题解决问题嘛
